Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;Box;Extra;Attend.;Arena;Notes;Type Game;;Date;Visitor/Neutral;Result;;Date;Home/Neutral;Result
Wed, Nov 2, 2022;10:00p;Memphis Grizzlies;111;Portland Trail Blazers;106;Box Score;;19,462;Moda Center;;season;;Wed, Nov 2, 2022;Memphis Grizzlies;1;;Wed, Nov 2, 2022;Portland Trail Blazers;0
Wed, Nov 2, 2022;10:30p;New Orleans Pelicans;117;Los Angeles Lakers;120;Box Score;OT;18,997;Crypto.com Arena;;season;;Wed, Nov 2, 2022;New Orleans Pelicans;0;;Wed, Nov 2, 2022;Los Angeles Lakers;1
Thu, Nov 3, 2022;7:00p;Golden State Warriors;129;Orlando Magic;130;Box Score;;18,846;Amway Center;;season;;Thu, Nov 3, 2022;Golden State Warriors;0;;Thu, Nov 3, 2022;Orlando Magic;1
Thu, Nov 3, 2022;8:00p;Denver Nuggets;122;Oklahoma City Thunder;110;Box Score;;13,791;Paycom Center;;season;;Thu, Nov 3, 2022;Denver Nuggets;1;;Thu, Nov 3, 2022;Oklahoma City Thunder;0
Fri, Nov 4, 2022;7:00p;Cleveland Cavaliers;112;Detroit Pistons;88;Box Score;;18,744;Little Caesars Arena;;season;;Fri, Nov 4, 2022;Cleveland Cavaliers;1;;Fri, Nov 4, 2022;Detroit Pistons;0
Fri, Nov 4, 2022;7:00p;Miami Heat;99;Indiana Pacers;101;Box Score;;13,141;Gainbridge Fieldhouse;;season;;Fri, Nov 4, 2022;Miami Heat;0;;Fri, Nov 4, 2022;Indiana Pacers;1
Fri, Nov 4, 2022;7:00p;New York Knicks;106;Philadelphia 76ers;104;Box Score;;20,679;Wells Fargo Center;;season;;Fri, Nov 4, 2022;New York Knicks;1;;Fri, Nov 4, 2022;Philadelphia 76ers;0
Fri, Nov 4, 2022;7:00p;Brooklyn Nets;128;Washington Wizards;86;Box Score;;17,258;Capital One Arena;;season;;Fri, Nov 4, 2022;Brooklyn Nets;1;;Fri, Nov 4, 2022;Washington Wizards;0
Fri, Nov 4, 2022;7:30p;Chicago Bulls;119;Boston Celtics;123;Box Score;;19,156;TD Garden;;season;;Fri, Nov 4, 2022;Chicago Bulls;0;;Fri, Nov 4, 2022;Boston Celtics;1
Fri, Nov 4, 2022;8:00p;Charlotte Hornets;99;Memphis Grizzlies;130;Box Score;;17,187;FedEx Forum;;season;;Fri, Nov 4, 2022;Charlotte Hornets;0;;Fri, Nov 4, 2022;Memphis Grizzlies;1
Fri, Nov 4, 2022;8:00p;Los Angeles Clippers;113;San Antonio Spurs;106;Box Score;;12,603;AT&T Center;;season;;Fri, Nov 4, 2022;Los Angeles Clippers;1;;Fri, Nov 4, 2022;San Antonio Spurs;0
Fri, Nov 4, 2022;8:30p;Toronto Raptors;110;Dallas Mavericks;111;Box Score;;20,177;American Airlines Center;;season;;Fri, Nov 4, 2022;Toronto Raptors;0;;Fri, Nov 4, 2022;Dallas Mavericks;1
Fri, Nov 4, 2022;8:30p;Golden State Warriors;105;New Orleans Pelicans;114;Box Score;;18,451;Smoothie King Center;;season;;Fri, Nov 4, 2022;Golden State Warriors;0;;Fri, Nov 4, 2022;New Orleans Pelicans;1
Fri, Nov 4, 2022;10:00p;Milwaukee Bucks;115;Minnesota Timberwolves;102;Box Score;;17,136;Target Center;;season;;Fri, Nov 4, 2022;Milwaukee Bucks;1;;Fri, Nov 4, 2022;Minnesota Timberwolves;0
Fri, Nov 4, 2022;10:00p;Portland Trail Blazers;108;Phoenix Suns;106;Box Score;;17,071;Footprint Center;;season;;Fri, Nov 4, 2022;Portland Trail Blazers;1;;Fri, Nov 4, 2022;Phoenix Suns;0
Fri, Nov 4, 2022;10:30p;Utah Jazz;130;Los Angeles Lakers;116;Box Score;;18,997;Crypto.com Arena;;season;;Fri, Nov 4, 2022;Utah Jazz;1;;Fri, Nov 4, 2022;Los Angeles Lakers;0
Sat, Nov 5, 2022;5:00p;Sacramento Kings;126;Orlando Magic;123;Box Score;OT;18,846;Amway Center;;season;;Sat, Nov 5, 2022;Sacramento Kings;1;;Sat, Nov 5, 2022;Orlando Magic;0
Sat, Nov 5, 2022;7:00p;Brooklyn Nets;98;Charlotte Hornets;94;Box Score;;19,398;Spectrum Center;;season;;Sat, Nov 5, 2022;Brooklyn Nets;1;;Sat, Nov 5, 2022;Charlotte Hornets;0
Sat, Nov 5, 2022;7:30p;New Orleans Pelicans;121;Atlanta Hawks;124;Box Score;OT;17,654;State Farm Arena;;season;;Sat, Nov 5, 2022;New Orleans Pelicans;0;;Sat, Nov 5, 2022;Atlanta Hawks;1
Sat, Nov 5, 2022;7:30p;Boston Celtics;133;New York Knicks;118;Box Score;;19,812;Madison Square Garden (IV);;season;;Sat, Nov 5, 2022;Boston Celtics;1;;Sat, Nov 5, 2022;New York Knicks;0
Sat, Nov 5, 2022;8:00p;Oklahoma City Thunder;94;Milwaukee Bucks;108;Box Score;;17,713;Fiserv Forum;;season;;Sat, Nov 5, 2022;Oklahoma City Thunder;0;;Sat, Nov 5, 2022;Milwaukee Bucks;1
Sat, Nov 5, 2022;8:00p;Houston Rockets;117;Minnesota Timberwolves;129;Box Score;;16,412;Target Center;;season;;Sat, Nov 5, 2022;Houston Rockets;0;;Sat, Nov 5, 2022;Minnesota Timberwolves;1
Sat, Nov 5, 2022;9:00p;San Antonio Spurs;101;Denver Nuggets;126;Box Score;;19,641;Ball Arena;;season;;Sat, Nov 5, 2022;San Antonio Spurs;0;;Sat, Nov 5, 2022;Denver Nuggets;1
Sat, Nov 5, 2022;10:00p;Portland Trail Blazers;82;Phoenix Suns;102;Box Score;;17,071;Footprint Center;;season;;Sat, Nov 5, 2022;Portland Trail Blazers;0;;Sat, Nov 5, 2022;Phoenix Suns;1
Sun, Nov 6, 2022;3:30p;Cleveland Cavaliers;114;Los Angeles Lakers;100;Box Score;;18,997;Crypto.com Arena;;season;;Sun, Nov 6, 2022;Cleveland Cavaliers;1;;Sun, Nov 6, 2022;Los Angeles Lakers;0
Sun, Nov 6, 2022;6:00p;Washington Wizards;97;Memphis Grizzlies;103;Box Score;;16,877;FedEx Forum;;season;;Sun, Nov 6, 2022;Washington Wizards;0;;Sun, Nov 6, 2022;Memphis Grizzlies;1
Sun, Nov 6, 2022;6:00p;Chicago Bulls;104;Toronto Raptors;113;Box Score;;19,800;Scotiabank Arena;;season;;Sun, Nov 6, 2022;Chicago Bulls;0;;Sun, Nov 6, 2022;Toronto Raptors;1
Sun, Nov 6, 2022;10:00p;Utah Jazz;110;Los Angeles Clippers;102;Box Score;;16,111;Crypto.com Arena;;season;;Sun, Nov 6, 2022;Utah Jazz;1;;Sun, Nov 6, 2022;Los Angeles Clippers;0
Mon, Nov 7, 2022;7:00p;Washington Wizards;108;Charlotte Hornets;100;Box Score;;13,712;Spectrum Center;;season;;Mon, Nov 7, 2022;Washington Wizards;1;;Mon, Nov 7, 2022;Charlotte Hornets;0
Mon, Nov 7, 2022;7:15p;Houston Rockets;134;Orlando Magic;127;Box Score;;15,441;Amway Center;;season;;Mon, Nov 7, 2022;Houston Rockets;1;;Mon, Nov 7, 2022;Orlando Magic;0
Mon, Nov 7, 2022;7:30p;Oklahoma City Thunder;103;Detroit Pistons;112;Box Score;;16,223;Little Caesars Arena;;season;;Mon, Nov 7, 2022;Oklahoma City Thunder;0;;Mon, Nov 7, 2022;Detroit Pistons;1
Mon, Nov 7, 2022;7:45p;New Orleans Pelicans;122;Indiana Pacers;129;Box Score;;14,052;Gainbridge Fieldhouse;;season;;Mon, Nov 7, 2022;New Orleans Pelicans;0;;Mon, Nov 7, 2022;Indiana Pacers;1
Mon, Nov 7, 2022;8:00p;Phoenix Suns;88;Philadelphia 76ers;100;Box Score;;20,347;Wells Fargo Center;;season;;Mon, Nov 7, 2022;Phoenix Suns;0;;Mon, Nov 7, 2022;Philadelphia 76ers;1
Mon, Nov 7, 2022;8:15p;Milwaukee Bucks;98;Atlanta Hawks;117;Box Score;;17,494;State Farm Arena;;season;;Mon, Nov 7, 2022;Milwaukee Bucks;0;;Mon, Nov 7, 2022;Atlanta Hawks;1
Mon, Nov 7, 2022;8:30p;Portland Trail Blazers;110;Miami Heat;107;Box Score;;19,600;Kaseya Center;;season;;Mon, Nov 7, 2022;Portland Trail Blazers;1;;Mon, Nov 7, 2022;Miami Heat;0
Mon, Nov 7, 2022;8:45p;Toronto Raptors;97;Chicago Bulls;111;Box Score;;21,142;United Center;;season;;Mon, Nov 7, 2022;Toronto Raptors;0;;Mon, Nov 7, 2022;Chicago Bulls;1
Mon, Nov 7, 2022;9:00p;Boston Celtics;109;Memphis Grizzlies;106;Box Score;;17,371;FedEx Forum;;season;;Mon, Nov 7, 2022;Boston Celtics;1;;Mon, Nov 7, 2022;Memphis Grizzlies;0
Mon, Nov 7, 2022;9:15p;New York Knicks;120;Minnesota Timberwolves;107;Box Score;;14,524;Target Center;;season;;Mon, Nov 7, 2022;New York Knicks;1;;Mon, Nov 7, 2022;Minnesota Timberwolves;0
Mon, Nov 7, 2022;9:30p;Denver Nuggets;115;San Antonio Spurs;109;Box Score;;11,574;AT&T Center;;season;;Mon, Nov 7, 2022;Denver Nuggets;1;;Mon, Nov 7, 2022;San Antonio Spurs;0
Mon, Nov 7, 2022;9:45p;Brooklyn Nets;94;Dallas Mavericks;96;Box Score;;20,011;American Airlines Center;;season;;Mon, Nov 7, 2022;Brooklyn Nets;0;;Mon, Nov 7, 2022;Dallas Mavericks;1
Mon, Nov 7, 2022;10:00p;Sacramento Kings;113;Golden State Warriors;116;Box Score;;18,064;Chase Center;;season;;Mon, Nov 7, 2022;Sacramento Kings;0;;Mon, Nov 7, 2022;Golden State Warriors;1
Mon, Nov 7, 2022;10:15p;Los Angeles Lakers;116;Utah Jazz;139;Box Score;;18,206;Vivint Arena;;season;;Mon, Nov 7, 2022;Los Angeles Lakers;0;;Mon, Nov 7, 2022;Utah Jazz;1
Mon, Nov 7, 2022;10:30p;Cleveland Cavaliers;117;Los Angeles Clippers;119;Box Score;;16,516;Crypto.com Arena;;season;;Mon, Nov 7, 2022;Cleveland Cavaliers;0;;Mon, Nov 7, 2022;Los Angeles Clippers;1
Wed, Nov 9, 2022;5:30p;Dallas Mavericks;87;Orlando Magic;94;Box Score;;18,165;Amway Center;;season;;Wed, Nov 9, 2022;Dallas Mavericks;0;;Wed, Nov 9, 2022;Orlando Magic;1
Wed, Nov 9, 2022;7:00p;Portland Trail Blazers;105;Charlotte Hornets;95;Box Score;;14,774;Spectrum Center;;season;;Wed, Nov 9, 2022;Portland Trail Blazers;1;;Wed, Nov 9, 2022;Charlotte Hornets;0
Wed, Nov 9, 2022;7:00p;Denver Nuggets;122;Indiana Pacers;119;Box Score;;14,069;Gainbridge Fieldhouse;;season;;Wed, Nov 9, 2022;Denver Nuggets;1;;Wed, Nov 9, 2022;Indiana Pacers;0
Wed, Nov 9, 2022;7:30p;Utah Jazz;125;Atlanta Hawks;119;Box Score;;15,845;State Farm Arena;;season;;Wed, Nov 9, 2022;Utah Jazz;1;;Wed, Nov 9, 2022;Atlanta Hawks;0
Wed, Nov 9, 2022;7:30p;Detroit Pistons;112;Boston Celtics;128;Box Score;;19,156;TD Garden;;season;;Wed, Nov 9, 2022;Detroit Pistons;0;;Wed, Nov 9, 2022;Boston Celtics;1
Wed, Nov 9, 2022;7:30p;New York Knicks;85;Brooklyn Nets;112;Box Score;;18,156;Barclays Center;;season;;Wed, Nov 9, 2022;New York Knicks;0;;Wed, Nov 9, 2022;Brooklyn Nets;1
Wed, Nov 9, 2022;7:30p;Houston Rockets;109;Toronto Raptors;116;Box Score;;19,800;Scotiabank Arena;;season;;Wed, Nov 9, 2022;Houston Rockets;0;;Wed, Nov 9, 2022;Toronto Raptors;1
Wed, Nov 9, 2022;8:00p;New Orleans Pelicans;115;Chicago Bulls;111;Box Score;;19,621;United Center;;season;;Wed, Nov 9, 2022;New Orleans Pelicans;1;;Wed, Nov 9, 2022;Chicago Bulls;0
Wed, Nov 9, 2022;8:00p;Phoenix Suns;129;Minnesota Timberwolves;117;Box Score;;16,062;Target Center;;season;;Wed, Nov 9, 2022;Phoenix Suns;1;;Wed, Nov 9, 2022;Minnesota Timberwolves;0
Wed, Nov 9, 2022;8:00p;Milwaukee Bucks;136;Oklahoma City Thunder;132;Box Score;2OT;15,180;Paycom Center;;season;;Wed, Nov 9, 2022;Milwaukee Bucks;1;;Wed, Nov 9, 2022;Oklahoma City Thunder;0
Wed, Nov 9, 2022;8:00p;Memphis Grizzlies;124;San Antonio Spurs;122;Box Score;OT;13,507;AT&T Center;;season;;Wed, Nov 9, 2022;Memphis Grizzlies;1;;Wed, Nov 9, 2022;San Antonio Spurs;0
Wed, Nov 9, 2022;10:00p;Los Angeles Lakers;101;Los Angeles Clippers;114;Box Score;;19,068;Crypto.com Arena;;season;;Wed, Nov 9, 2022;Los Angeles Lakers;0;;Wed, Nov 9, 2022;Los Angeles Clippers;1
Wed, Nov 9, 2022;10:00p;Cleveland Cavaliers;120;Sacramento Kings;127;Box Score;;13,816;Golden 1 Center;;season;;Wed, Nov 9, 2022;Cleveland Cavaliers;0;;Wed, Nov 9, 2022;Sacramento Kings;1
Thu, Nov 10, 2022;7:00p;Dallas Mavericks;105;Washington Wizards;113;Box Score;;18,320;Capital One Arena;;season;;Thu, Nov 10, 2022;Dallas Mavericks;0;;Thu, Nov 10, 2022;Washington Wizards;1
Thu, Nov 10, 2022;7:30p;Philadelphia 76ers;95;Atlanta Hawks;104;Box Score;;16,066;State Farm Arena;;season;;Thu, Nov 10, 2022;Philadelphia 76ers;0;;Thu, Nov 10, 2022;Atlanta Hawks;1
Thu, Nov 10, 2022;7:30p;Charlotte Hornets;112;Miami Heat;117;Box Score;OT;19,600;Kaseya Center;;season;;Thu, Nov 10, 2022;Charlotte Hornets;0;;Thu, Nov 10, 2022;Miami Heat;1
Thu, Nov 10, 2022;8:00p;Portland Trail Blazers;106;New Orleans Pelicans;95;Box Score;;14,289;Smoothie King Center;;season;;Thu, Nov 10, 2022;Portland Trail Blazers;1;;Thu, Nov 10, 2022;New Orleans Pelicans;0
Fri, Nov 11, 2022;7:00p;Denver Nuggets;112;Boston Celtics;131;Box Score;;19,156;TD Garden;;season;;Fri, Nov 11, 2022;Denver Nuggets;0;;Fri, Nov 11, 2022;Boston Celtics;1
Fri, Nov 11, 2022;7:00p;Phoenix Suns;97;Orlando Magic;114;Box Score;;15,879;Amway Center;;season;;Fri, Nov 11, 2022;Phoenix Suns;0;;Fri, Nov 11, 2022;Orlando Magic;1
Fri, Nov 11, 2022;7:30p;Detroit Pistons;112;New York Knicks;121;Box Score;;19,812;Madison Square Garden (IV);;season;;Fri, Nov 11, 2022;Detroit Pistons;0;;Fri, Nov 11, 2022;New York Knicks;1
Fri, Nov 11, 2022;8:00p;Toronto Raptors;113;Oklahoma City Thunder;132;Box Score;;16,104;Paycom Center;;season;;Fri, Nov 11, 2022;Toronto Raptors;0;;Fri, Nov 11, 2022;Oklahoma City Thunder;1
Fri, Nov 11, 2022;8:00p;Milwaukee Bucks;93;San Antonio Spurs;111;Box Score;;15,642;AT&T Center;;season;;Fri, Nov 11, 2022;Milwaukee Bucks;0;;Fri, Nov 11, 2022;San Antonio Spurs;1
Fri, Nov 11, 2022;9:30p;Minnesota Timberwolves;103;Memphis Grizzlies;114;Box Score;;16,939;FedEx Forum;;season;;Fri, Nov 11, 2022;Minnesota Timberwolves;0;;Fri, Nov 11, 2022;Memphis Grizzlies;1
Fri, Nov 11, 2022;10:00p;Cleveland Cavaliers;101;Golden State Warriors;106;Box Score;;18,064;Chase Center;;season;;Fri, Nov 11, 2022;Cleveland Cavaliers;0;;Fri, Nov 11, 2022;Golden State Warriors;1
Fri, Nov 11, 2022;10:30p;Sacramento Kings;120;Los Angeles Lakers;114;Box Score;;17,849;Crypto.com Arena;;season;;Fri, Nov 11, 2022;Sacramento Kings;1;;Fri, Nov 11, 2022;Los Angeles Lakers;0
Sat, Nov 12, 2022;4:00p;Brooklyn Nets;110;Los Angeles Clippers;95;Box Score;;17,777;Crypto.com Arena;;season;;Sat, Nov 12, 2022;Brooklyn Nets;1;;Sat, Nov 12, 2022;Los Angeles Clippers;0
Sat, Nov 12, 2022;6:00p;Utah Jazz;112;Washington Wizards;121;Box Score;;13,673;Capital One Arena;;season;;Sat, Nov 12, 2022;Utah Jazz;0;;Sat, Nov 12, 2022;Washington Wizards;1
Sat, Nov 12, 2022;7:00p;Boston Celtics;117;Detroit Pistons;108;Box Score;;20,190;Little Caesars Arena;;season;;Sat, Nov 12, 2022;Boston Celtics;1;;Sat, Nov 12, 2022;Detroit Pistons;0
Sat, Nov 12, 2022;7:00p;Toronto Raptors;104;Indiana Pacers;118;Box Score;;13,089;Gainbridge Fieldhouse;;season;;Sat, Nov 12, 2022;Toronto Raptors;0;;Sat, Nov 12, 2022;Indiana Pacers;1
Sat, Nov 12, 2022;7:30p;Atlanta Hawks;109;Philadelphia 76ers;121;Box Score;;20,245;Wells Fargo Center;;season;;Sat, Nov 12, 2022;Atlanta Hawks;0;;Sat, Nov 12, 2022;Philadelphia 76ers;1
Sat, Nov 12, 2022;8:00p;Charlotte Hornets;115;Miami Heat;132;Box Score;;19,600;Kaseya Center;;season;;Sat, Nov 12, 2022;Charlotte Hornets;0;;Sat, Nov 12, 2022;Miami Heat;1
Sat, Nov 12, 2022;8:30p;Portland Trail Blazers;112;Dallas Mavericks;117;Box Score;;20,277;American Airlines Center;;season;;Sat, Nov 12, 2022;Portland Trail Blazers;0;;Sat, Nov 12, 2022;Dallas Mavericks;1
Sat, Nov 12, 2022;8:30p;Houston Rockets;106;New Orleans Pelicans;119;Box Score;;15,367;Smoothie King Center;;season;;Sat, Nov 12, 2022;Houston Rockets;0;;Sat, Nov 12, 2022;New Orleans Pelicans;1
Sun, Nov 13, 2022;12:00p;Oklahoma City Thunder;145;New York Knicks;135;Box Score;;18,325;Madison Square Garden (IV);;season;;Sun, Nov 13, 2022;Oklahoma City Thunder;1;;Sun, Nov 13, 2022;New York Knicks;0
Sun, Nov 13, 2022;6:00p;Minnesota Timberwolves;129;Cleveland Cavaliers;124;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Sun, Nov 13, 2022;Minnesota Timberwolves;1;;Sun, Nov 13, 2022;Cleveland Cavaliers;0
Sun, Nov 13, 2022;6:00p;Memphis Grizzlies;92;Washington Wizards;102;Box Score;;17,667;Capital One Arena;;season;;Sun, Nov 13, 2022;Memphis Grizzlies;0;;Sun, Nov 13, 2022;Washington Wizards;1
Sun, Nov 13, 2022;7:30p;Utah Jazz;98;Philadelphia 76ers;105;Box Score;;19,761;Wells Fargo Center;;season;;Sun, Nov 13, 2022;Utah Jazz;0;;Sun, Nov 13, 2022;Philadelphia 76ers;1
Sun, Nov 13, 2022;8:00p;Denver Nuggets;126;Chicago Bulls;103;Box Score;;21,602;United Center;;season;;Sun, Nov 13, 2022;Denver Nuggets;1;;Sun, Nov 13, 2022;Chicago Bulls;0
Sun, Nov 13, 2022;9:00p;Golden State Warriors;115;Sacramento Kings;122;Box Score;;16,410;Golden 1 Center;;season;;Sun, Nov 13, 2022;Golden State Warriors;0;;Sun, Nov 13, 2022;Sacramento Kings;1
Sun, Nov 13, 2022;9:30p;Brooklyn Nets;103;Los Angeles Lakers;116;Box Score;;18,040;Crypto.com Arena;;season;;Sun, Nov 13, 2022;Brooklyn Nets;0;;Sun, Nov 13, 2022;Los Angeles Lakers;1
Mon, Nov 14, 2022;7:00p;Toronto Raptors;115;Detroit Pistons;111;Box Score;;16,988;Little Caesars Arena;;season;;Mon, Nov 14, 2022;Toronto Raptors;1;;Mon, Nov 14, 2022;Detroit Pistons;0
Mon, Nov 14, 2022;7:00p;Charlotte Hornets;112;Orlando Magic;105;Box Score;;15,018;Amway Center;;season;;Mon, Nov 14, 2022;Charlotte Hornets;1;;Mon, Nov 14, 2022;Orlando Magic;0
Mon, Nov 14, 2022;7:30p;Oklahoma City Thunder;122;Boston Celtics;126;Box Score;;;TD Garden;;season;;Mon, Nov 14, 2022;Oklahoma City Thunder;0;;Mon, Nov 14, 2022;Boston Celtics;1
Mon, Nov 14, 2022;7:30p;Phoenix Suns;112;Miami Heat;113;Box Score;;19,600;Kaseya Center;;season;;Mon, Nov 14, 2022;Phoenix Suns;0;;Mon, Nov 14, 2022;Miami Heat;1
Mon, Nov 14, 2022;8:00p;Los Angeles Clippers;122;Houston Rockets;106;Box Score;;16,098;Toyota Center;;season;;Mon, Nov 14, 2022;Los Angeles Clippers;1;;Mon, Nov 14, 2022;Houston Rockets;0
Mon, Nov 14, 2022;8:00p;Atlanta Hawks;121;Milwaukee Bucks;106;Box Score;;17,341;Fiserv Forum;;season;;Mon, Nov 14, 2022;Atlanta Hawks;1;;Mon, Nov 14, 2022;Milwaukee Bucks;0
Mon, Nov 14, 2022;10:00p;San Antonio Spurs;95;Golden State Warriors;132;Box Score;;18,064;Chase Center;;season;;Mon, Nov 14, 2022;San Antonio Spurs;0;;Mon, Nov 14, 2022;Golden State Warriors;1
Tue, Nov 15, 2022;7:30p;Memphis Grizzlies;102;New Orleans Pelicans;113;Box Score;;14,032;Smoothie King Center;;season;;Tue, Nov 15, 2022;Memphis Grizzlies;0;;Tue, Nov 15, 2022;New Orleans Pelicans;1
Tue, Nov 15, 2022;8:30p;Los Angeles Clippers;101;Dallas Mavericks;103;Box Score;;19,810;American Airlines Center;;season;;Tue, Nov 15, 2022;Los Angeles Clippers;0;;Tue, Nov 15, 2022;Dallas Mavericks;1
Tue, Nov 15, 2022;9:00p;New York Knicks;118;Utah Jazz;111;Box Score;;18,206;Vivint Arena;;season;;Tue, Nov 15, 2022;New York Knicks;1;;Tue, Nov 15, 2022;Utah Jazz;0
Tue, Nov 15, 2022;10:00p;San Antonio Spurs;110;Portland Trail Blazers;117;Box Score;;19,012;Moda Center;;season;;Tue, Nov 15, 2022;San Antonio Spurs;0;;Tue, Nov 15, 2022;Portland Trail Blazers;1
Tue, Nov 15, 2022;10:00p;Brooklyn Nets;121;Sacramento Kings;153;Box Score;;17,611;Golden 1 Center;;season;;Tue, Nov 15, 2022;Brooklyn Nets;0;;Tue, Nov 15, 2022;Sacramento Kings;1
Wed, Nov 16, 2022;7:00p;Indiana Pacers;125;Charlotte Hornets;113;Box Score;;14,756;Spectrum Center;;season;;Wed, Nov 16, 2022;Indiana Pacers;1;;Wed, Nov 16, 2022;Charlotte Hornets;0
Wed, Nov 16, 2022;7:00p;Minnesota Timberwolves;126;Orlando Magic;108;Box Score;;16,527;Amway Center;;season;;Wed, Nov 16, 2022;Minnesota Timberwolves;1;;Wed, Nov 16, 2022;Orlando Magic;0
Wed, Nov 16, 2022;7:00p;Oklahoma City Thunder;121;Washington Wizards;120;Box Score;;12,630;Capital One Arena;;season;;Wed, Nov 16, 2022;Oklahoma City Thunder;1;;Wed, Nov 16, 2022;Washington Wizards;0
Wed, Nov 16, 2022;7:30p;Boston Celtics;126;Atlanta Hawks;101;Box Score;;18,165;State Farm Arena;;season;;Wed, Nov 16, 2022;Boston Celtics;1;;Wed, Nov 16, 2022;Atlanta Hawks;0
Wed, Nov 16, 2022;7:30p;Miami Heat;104;Toronto Raptors;112;Box Score;;19,800;Scotiabank Arena;;season;;Wed, Nov 16, 2022;Miami Heat;0;;Wed, Nov 16, 2022;Toronto Raptors;1
Wed, Nov 16, 2022;8:00p;Cleveland Cavaliers;98;Milwaukee Bucks;113;Box Score;;17,341;Fiserv Forum;;season;;Wed, Nov 16, 2022;Cleveland Cavaliers;0;;Wed, Nov 16, 2022;Milwaukee Bucks;1
Wed, Nov 16, 2022;8:00p;Chicago Bulls;110;New Orleans Pelicans;124;Box Score;;14,658;Smoothie King Center;;season;;Wed, Nov 16, 2022;Chicago Bulls;0;;Wed, Nov 16, 2022;New Orleans Pelicans;1
Wed, Nov 16, 2022;8:30p;Houston Rockets;101;Dallas Mavericks;92;Box Score;;19,602;American Airlines Center;;season;;Wed, Nov 16, 2022;Houston Rockets;1;;Wed, Nov 16, 2022;Dallas Mavericks;0
Wed, Nov 16, 2022;10:00p;New York Knicks;106;Denver Nuggets;103;Box Score;;18,210;Ball Arena;;season;;Wed, Nov 16, 2022;New York Knicks;1;;Wed, Nov 16, 2022;Denver Nuggets;0
Wed, Nov 16, 2022;10:00p;Golden State Warriors;119;Phoenix Suns;130;Box Score;;17,071;Footprint Center;;season;;Wed, Nov 16, 2022;Golden State Warriors;0;;Wed, Nov 16, 2022;Phoenix Suns;1
Thu, Nov 17, 2022;10:00p;Brooklyn Nets;109;Portland Trail Blazers;107;Box Score;;19,393;Moda Center;;season;;Thu, Nov 17, 2022;Brooklyn Nets;1;;Thu, Nov 17, 2022;Portland Trail Blazers;0
Thu, Nov 17, 2022;10:00p;San Antonio Spurs;112;Sacramento Kings;130;Box Score;;16,522;Golden 1 Center;;season;;Thu, Nov 17, 2022;San Antonio Spurs;0;;Thu, Nov 17, 2022;Sacramento Kings;1
Thu, Nov 17, 2022;10:30p;Detroit Pistons;91;Los Angeles Clippers;96;Box Score;;17,822;Crypto.com Arena;;season;;Thu, Nov 17, 2022;Detroit Pistons;0;;Thu, Nov 17, 2022;Los Angeles Clippers;1
Fri, Nov 18, 2022;7:00p;Miami Heat;106;Washington Wizards;107;Box Score;OT;18,772;Capital One Arena;;season;;Fri, Nov 18, 2022;Miami Heat;0;;Fri, Nov 18, 2022;Washington Wizards;1
Fri, Nov 18, 2022;7:30p;Charlotte Hornets;122;Cleveland Cavaliers;132;Box Score;2OT;19,432;Rocket Mortgage Fieldhouse;;season;;Fri, Nov 18, 2022;Charlotte Hornets;0;;Fri, Nov 18, 2022;Cleveland Cavaliers;1
Fri, Nov 18, 2022;7:30p;Milwaukee Bucks;102;Philadelphia 76ers;110;Box Score;;19,769;Wells Fargo Center;;season;;Fri, Nov 18, 2022;Milwaukee Bucks;0;;Fri, Nov 18, 2022;Philadelphia 76ers;1
Fri, Nov 18, 2022;8:00p;Orlando Magic;108;Chicago Bulls;107;Box Score;;21,031;United Center;;season;;Fri, Nov 18, 2022;Orlando Magic;1;;Fri, Nov 18, 2022;Chicago Bulls;0
Fri, Nov 18, 2022;8:00p;Indiana Pacers;99;Houston Rockets;91;Box Score;;15,882;Toyota Center;;season;;Fri, Nov 18, 2022;Indiana Pacers;1;;Fri, Nov 18, 2022;Houston Rockets;0
Fri, Nov 18, 2022;8:00p;Oklahoma City Thunder;110;Memphis Grizzlies;121;Box Score;;17,324;FedEx Forum;;season;;Fri, Nov 18, 2022;Oklahoma City Thunder;0;;Fri, Nov 18, 2022;Memphis Grizzlies;1
Fri, Nov 18, 2022;8:30p;Denver Nuggets;99;Dallas Mavericks;127;Box Score;;20,135;American Airlines Center;;season;;Fri, Nov 18, 2022;Denver Nuggets;0;;Fri, Nov 18, 2022;Dallas Mavericks;1
Fri, Nov 18, 2022;8:30p;Boston Celtics;117;New Orleans Pelicans;109;Box Score;;17,828;Smoothie King Center;;season;;Fri, Nov 18, 2022;Boston Celtics;1;;Fri, Nov 18, 2022;New Orleans Pelicans;0
Fri, Nov 18, 2022;9:00p;Phoenix Suns;133;Utah Jazz;134;Box Score;;18,206;Vivint Arena;;season;;Fri, Nov 18, 2022;Phoenix Suns;0;;Fri, Nov 18, 2022;Utah Jazz;1
Fri, Nov 18, 2022;10:00p;New York Knicks;101;Golden State Warriors;111;Box Score;;18,064;Chase Center;;season;;Fri, Nov 18, 2022;New York Knicks;0;;Fri, Nov 18, 2022;Golden State Warriors;1
